bond condition,tension method,web width b/mm,height h/mm,top flange width bf/mm,top flange height hf/mm,low flange width bl/mm,low flange heighthl/mm,span L/m,h0/mm,cover for rein c/mm,hp/mm,cover for prestress ap/mm,As`/mm2,As/mm2,Ap/mm2,d1/mm,no.,d/mm,no..2,dpre/mm,no..3,fy/Mpa,fpu_Mpa,fpy/Mpa,Es_Mpa,Ep/Mpa,concrete grade,fc_Mpa,ft_Mpa,Ec_Mpa,tension force N/kN,sigma_pe_Mpa,sigma_con_Mpa,crack load Pcr/kN,crack moment Mcr/kN·m,ultimate load Pu/kN,ultimate moment Mu/kN·m,camber f/mm,moment corresponding to crack M/kN·m,load correspd to crack N/kN,average crack space /mm,Max crack width/mm,moment correspd to deflection1 M/kN·m,deflection1 f1/mm,load N/kN,deflection2 f2/mm,Deflection_Yielded_Dy_mm,Limit_Displacement_Du_mm,Ductility Coefficient μ,Stress_Increase_Dfps_Mpa,Mu (Ultimate Moment),Pu (Ultimate Load),Pcr (Cracking Load),Deflection f1/mm,Deflection f2/mm
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,54.23,10.824,272.1,?fs=345MPa,119.13,0.33,0.75Mu,8.71,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,54.23,10.824,272.1,?fs=414MPa,119.13,0.37,0.75Mu,8.71,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,52.54,10.824,272.1,?fs=206.8MPa,127,0.14,0.75Mu,7.75,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,52.54,10.824,272.1,?fs=275.8MPa,127,0.22,0.75Mu,7.75,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,52.54,10.824,272.1,?fs=345MPa,127,0.26,0.75Mu,7.75,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,349.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,32.78,6.1,48000,200,622,1023,165,20.34,465,52.54,10.824,272.1,?fs=414MPa,127,0.35,0.75Mu,7.75,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,20.17,6.1,48000,200,622,1023,165,15.25,465,25.42,10.824,272.1,?fs=414MPa,336.8,0.35,0.75Mu,4.75,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,20.17,6.1,48000,200,622,1023,165,15.25,465,25.08,10.824,272.1,?fs=414MPa,358.9,0.35,0.75Mu,5.23,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,19.65,6.1,48000,200,622,1023,165,15.25,465,25.42,10.824,272.1,?fs=414MPa,325.37,0.35,0.75Mu,4.52,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,91.9,92,12.7,2,6,4,6.35,4,515,1860,1791.4,201000,200000,C50,21.51,6.1,48000,200,622,1023,165,15.25,465,25.42,10.824,272.1,?fs=414MPa,353.06,0.35,0.75Mu,4.78,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,197.4,197.4,12.7,2,6,4,12.7,2,515,1860,1791.4,201000,200000,C50,35.78,6.1,48000,200,622,1023,165,27.12,465,60.16,10.824,272.1,?fs=414MPa,218.95,0.35,0.75Mu,10.82,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,197.4,197.4,12.7,2,6,4,12.7,2,515,1860,1791.4,201000,200000,C50,35.78,6.1,48000,200,622,1023,165,27.12,465,56.77,10.824,272.1,?fs=414MPa,236.47,0.35,0.75Mu,9.63,465,66.89,14.2,69.13,4.87,589,390882933.3,774471.1519,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,439.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,33.89,465,64.4,10.824,272.1,?fs=206.8MPa,132.59,0.13,0.75Mu,8.66,465,66.89,14.2,69.13,4.87,589,390882933.3,834573.4106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,439.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,33.89,465,64.4,10.824,272.1,?fs=275.8MPa,132.59,0.2,0.75Mu,8.66,465,66.89,14.2,69.13,4.87,589,390882933.3,834573.4106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,439.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,33.89,465,64.4,10.824,272.1,?fs=345MPa,132.59,0.24,0.75Mu,8.66,465,66.89,14.2,69.13,4.87,589,390882933.3,834573.4106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,439.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,33.89,465,64.4,10.824,272.1,?fs=414MPa,132.59,0.33,0.75Mu,8.66,465,66.89,14.2,69.13,4.87,589,390882933.3,834573.4106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,440.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,30.5,465,61.01,10.824,272.1,?fs=206.8MPa,129.03,0.14,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,834835.3106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,440.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,30.5,465,61.01,10.824,272.1,?fs=275.8MPa,129.03,0.2,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,834835.3106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,440.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,30.5,465,61.01,10.824,272.1,?fs=345MPa,129.03,0.27,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,834835.3106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,261.9,197.4,6.4,2,6,4,12.7,2,440.9,1860,1791.4,201000,200000,C50,39.68,6.1,48000,200,622,1023,165,30.5,465,61.01,10.824,272.1,?fs=414MPa,129.03,0.34,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,834835.3106,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,33.89,465,57.62,10.824,272.1,?fs=206.8MPa,110.74,0.12,0.75Mu,5.77,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,33.89,465,57.62,10.824,272.1,?fs=275.8MPa,110.74,0.19,0.75Mu,5.77,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,33.89,465,57.62,10.824,272.1,?fs=345MPa,110.74,0.24,0.75Mu,5.77,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,33.89,465,57.62,10.824,272.1,?fs=414MPa,110.74,0.31,0.75Mu,5.77,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,34.89,465,67.79,10.824,272.1,?fs=206.8MPa,102.11,0.11,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,34.89,465,67.79,10.824,272.1,?fs=275.8MPa,102.11,0.18,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,34.89,465,67.79,10.824,272.1,?fs=345MPa,102.11,0.21,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,339.4,197.4,9.5,2,6,4,12.7,2,419.9,1860,1791.4,201000,200000,C50,42.44,6.1,48000,200,622,1023,165,34.89,465,67.79,10.824,272.1,?fs=414MPa,102.11,0.28,0.75Mu,7.98,465,66.89,14.2,69.13,4.87,589,390882933.3,911914.0401,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,35.89,465,88.12,10.824,272.1,?fs=206.8MPa,83.82,0.12,0.75Mu,9.47,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,35.89,465,88.12,10.824,272.1,?fs=275.8MPa,83.82,0.19,0.75Mu,9.47,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,35.89,465,88.12,10.824,272.1,?fs=345MPa,83.82,0.22,0.75Mu,9.47,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,35.89,465,88.12,10.824,272.1,?fs=414MPa,83.82,0.3,0.75Mu,9.47,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,36.89,465,93.21,10.824,272.1,?fs=206.8MPa,78.23,0.09,0.75Mu,9.8,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,36.89,465,93.21,10.824,272.1,?fs=275.8MPa,78.23,0.14,0.75Mu,9.8,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,36.89,465,93.21,10.824,272.1,?fs=345MPa,78.23,0.17,0.75Mu,9.8,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,597.4,197.4,15.9,2,6,4,12.7,2,539.2,1860,1791.4,201000,200000,C50,42.4,6.1,48000,200,622,1023,165,36.89,465,93.21,10.824,272.1,?fs=414MPa,78.23,0.22,0.75Mu,9.8,465,66.89,14.2,69.13,4.87,589,390882933.3,1090792.895,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,98.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,20.34,465,35.59,10.824,272.1,?fs=206.8MPa,161.04,0.09,0.75Mu,7.42,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,98.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,20.34,465,35.59,10.824,272.1,?fs=275.8MPa,161.04,0.15,0.75Mu,7.42,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,98.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,20.34,465,35.59,10.824,272.1,?fs=345MPa,161.04,0.19,0.75Mu,7.42,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,98.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,20.34,465,35.59,10.824,272.1,?fs=414MPa,161.04,0.24,0.75Mu,7.42,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,99.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,16.95,465,35.59,10.824,272.1,?fs=206.8MPa,164.34,0.18,0.75Mu,6.86,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,99.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,16.95,465,35.59,10.824,272.1,?fs=275.8MPa,164.34,0.28,0.75Mu,6.86,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,99.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,16.95,465,35.59,10.824,272.1,?fs=345MPa,164.34,0.34,0.75Mu,6.86,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,163.2,99.7,6.4,2,6,4,12.7,1,439.9,1860,1791.4,201000,200000,C50,37.34,6.1,48000,200,622,1023,165,16.95,465,35.59,10.824,272.1,?fs=414MPa,164.34,0.45,0.75Mu,6.86,465,66.89,14.2,69.13,4.87,589,390882933.3,748733.1328,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,100.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,79.65,10.824,272.1,?fs=206.8MPa,95.25,0.17,0.75Mu,10.97,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,100.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,79.65,10.824,272.1,?fs=275.8MPa,95.25,0.27,0.75Mu,10.97,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,100.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,79.65,10.824,272.1,?fs=345MPa,95.25,0.33,0.75Mu,10.97,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,100.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,79.65,10.824,272.1,?fs=414MPa,95.25,0.43,0.75Mu,10.97,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,101.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,74.57,10.824,272.1,?fs=206.8MPa,91.69,0.1,0.75Mu,10.13,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,101.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,74.57,10.824,272.1,?fs=275.8MPa,91.69,0.15,0.75Mu,10.13,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,101.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,74.57,10.824,272.1,?fs=345MPa,91.69,0.18,0.75Mu,10.13,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
U,H,76.2,279.9,63.5,57.2,38.1,76.2,2.29,320,20,290,50,141.9,498.7,101.7,15.9,2,6,4,12.7,1,539.2,1860,1791.4,201000,200000,C50,37.09,6.1,48000,200,622,1023,165,20.34,465,74.57,10.824,272.1,?fs=414MPa,91.69,0.25,0.75Mu,10.13,465,66.89,14.2,69.13,4.87,589,390882933.3,941308.2121,42700,3.68E-12,5.52E-12
B,H,190,1500,205,150,190,200,20,1447,53,1420,80,1013,1013,3336,12.7,8,12.7,8,15.2,24,400,1978,1791.4,201000,200000,40,42.9,6.1,48000,200,1105,1296,165,2072,465,4429,6.1,272.1,?fs=414MPa,91.69,0.25,2072,24.5,465,210,14.2,69.13,4.87,589,390882933.3,10797725,42700,3.68E-12,5.52E-12
B,H,190,1500,205,150,190,200,20,1447,53,1420,80,1013,1013,3336,12.7,8,12.7,8,15.2,24,400,2299,1791.4,201000,200000,40,46.4,6.1,48000,200,1329,1539,165,2282,465,5354,8.3,272.1,?fs=414MPa,91.69,0.25,2282,28.7,465,239,14.2,69.13,4.87,589,390882933.3,11645600,42700,3.68E-12,5.52E-12
B,H,190,1500,205,150,190,200,20,1447,53,1420,80,1013,1013,3336,12.7,8,12.7,8,15.2,24,400,2472,1791.4,201000,200000,40,39.5,6.1,48000,200,1453,1701,165,2531,465,5379,10.9,272.1,?fs=414MPa,91.69,0.25,2531,32.6,465,234,14.2,69.13,4.87,589,390882933.3,9974075,42700,3.68E-12,5.52E-12
B,H,190,1500,205,150,190,200,20,1447,53,1420,80,1013,1013,3336,12.7,8,12.7,8,15.2,24,400,2299,1791.4,201000,200000,70,50.7,6.1,48000,200,1331,1539,165,2315,465,5400,8,272.1,?fs=414MPa,91.69,0.25,2315,24.7,465,355,14.2,69.13,4.87,589,390882933.3,12687275,42700,3.68E-12,5.52E-12
B,H,190,1500,205,150,190,200,20,1447,53,1420,80,1013,1013,3336,12.7,8,12.7,8,15.2,24,400,2472,1791.4,201000,200000,70,69.5,6.1,48000,200,1474,1701,165,2700,465,5221,9.3,272.1,?fs=414MPa,91.69,0.25,2700,30.8,465,159,14.2,69.13,4.87,589,390882933.3,17241575,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,1013,38.5,12.7,8,6,2,7,1,400,1540,1200,201000,186000,70,68,6.1,48000,200,956,1701,165,2700,465,5221,9.3,272.1,?fs=414MPa,91.69,0.25,2700,30.8,465,159,14.2,69.13,4.87,589,390882933.3,17241575,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,157,38.5,10,2,6,2,7,1,460,1540,1200,200000,186000,70,64.3,6.1,48000,200,921,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.1363,2700,30.8,465,159,14.2,69.13,4.87,589,13481066.67,892045,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,314,38.5,10,4,6,2,7,1,460,1540,1200,200000,186000,70,63.1,6.1,48000,200,920,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.125,2700,30.8,465,159,14.2,69.13,4.87,589,26962133.33,948965,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,314,77,10,4,6,2,7,2,460,1540,1200,200000,186000,70,60,6.1,48000,200,956,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.125,2700,30.8,465,159,14.2,69.13,4.87,589,26962133.33,948965,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,157,77,10,2,6,2,7,2,460,1540,1200,200000,186000,70,68.5,6.1,48000,200,906,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.45,2700,30.8,465,159,14.2,69.13,4.87,589,13481066.67,945595,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,314,77,10,4,6,2,7,2,460,1540,1200,200000,186000,70,68.4,6.1,48000,200,950,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.11,2700,30.8,465,159,14.2,69.13,4.87,589,26962133.33,1016540,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,314,115.5,10,4,6,2,7,3,460,1540,1200,200000,186000,70,60,6.1,48000,200,912,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.11,2700,30.8,465,159,14.2,69.13,4.87,589,26962133.33,1016540,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,157,115.5,10,2,6,2,7,3,460,1540,1200,200000,186000,70,65.4,6.1,48000,200,925,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.1,2700,30.8,465,159,14.2,69.13,4.87,589,13481066.67,906070,42700,3.68E-12,5.52E-12
B,H,50,300,50,50,50,50,6.3,280,20,255,45,57,314,115.5,10,4,6,2,7,3,460,1540,1200,200000,186000,70,67.4,6.1,48000,200,900,1701,165,2700,465,5221,9.3,0.55Mu,?fs=414MPa,91.69,0.08,2700,30.8,465,159,14.2,69.13,4.87,589,26962133.33,1003790,42700,3.68E-12,5.52E-12
U,H,250,350,250,100,250,100,4,320,30,295,55,265.5,531,138.7,13,4,13,2,15.2,1,400,2400,2160,200000,186000,70,35,6.1,48000,200,900,1701,165,2700,195.161,146.371,9.3,0.55Mu,?fs=414MPa,91.69,0.08,146.371,31.033,465,159,14.2,69.13,4.87,667.063,45312000,2815525,42700,3.68E-12,5.52E-12
U,H,250,350,250,100,250,100,4,320,30,295,55,265.5,531,138.7,13,4,13,2,15.2,1,400,1860,1674,200000,186000,70,35,6.1,48000,200,900,1701,165,2700,174.442,130.832,9.3,0.55Mu,?fs=414MPa,91.69,0.08,130.832,89.7,465,159,14.2,69.13,4.87,677.773,45312000,2815525,42700,3.68E-12,5.52E-12
